,ofto_error_count,Spell,Article_a_an_error_count,sva_error_count,RuleRepeatedLinkWords_error_count,Verbform_error_count,noun_error_count,Article_error_count,AdjAdv_error_count,Wordform_error_count,VerbCollocation_error_count
nbest.2018-testset-withlma-1best-21-0.0_40084-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40085-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40087-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40088-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40089-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40090-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40092-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40094-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40096-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40097-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40098-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40101-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40103-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40104-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40105-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40108-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40109-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40110-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40114-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40116-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40117-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40120-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40122-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40123-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40124-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40125-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40126-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40127-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40128-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40130-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40132-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40133-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40136-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40138-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40140-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40141-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40143-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40144-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40146-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40147-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40149-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40152-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40155-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40158-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40159-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40160-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40161-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40163-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40167-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40168-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40170-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40173-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40174-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40175-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40178-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40179-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40181-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40182-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40183-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40184-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40185-1,0,0,0,1,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40186-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40187-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40189-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40190-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40192-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40196-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40201-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40202-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40204-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40207-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40208-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40209-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40211-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40212-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40213-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40214-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40215-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40216-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40217-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40220-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40223-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40225-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40226-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40229-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40231-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40232-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40233-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40234-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40235-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40237-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40238-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40241-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40243-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40244-1,0,0,0,1,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40245-1,0,0,0,0,0,0,0,0,0,1,0
nbest.2018-testset-withlma-1best-21-0.0_40246-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40248-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40250-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40251-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40252-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40254-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40257-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40258-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40261-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40262-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40263-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40264-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40265-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40266-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40268-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40273-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40274-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40276-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40277-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40278-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40283-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40284-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40285-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40287-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40290-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40292-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40293-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40294-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40295-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40296-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40297-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40298-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40300-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40301-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40303-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40304-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40305-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40306-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40308-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40310-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40311-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40312-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40313-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40315-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40316-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40318-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40320-1,0,0,0,0,0,0,0,0,0,0,1
nbest.2018-testset-withlma-1best-21-0.0_40322-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40323-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40326-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40327-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40329-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40331-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40333-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40335-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40336-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40338-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40339-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40340-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40341-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40342-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40343-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40344-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40345-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40346-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40347-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40349-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40351-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40354-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40355-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40356-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40359-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40360-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40362-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40365-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40366-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40367-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40368-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40369-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40374-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40375-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40377-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40378-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40382-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40384-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40386-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40387-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40388-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40389-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40390-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40391-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40393-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40394-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40396-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40397-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40398-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40401-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40402-1,0,0,0,1,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40404-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40406-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40408-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40409-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40410-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40411-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40412-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40413-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40414-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40417-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40419-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40421-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40423-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40425-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40426-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40427-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40428-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40429-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40430-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40433-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40434-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40435-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40436-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40438-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40445-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40446-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40447-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40448-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40449-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40450-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40451-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40453-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40457-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40459-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40460-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40462-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40464-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40465-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40467-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40469-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40477-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40478-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40481-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40482-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40485-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40486-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40488-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40489-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40490-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40491-1,0,0,0,0,0,0,0,0,0,1,0
nbest.2018-testset-withlma-1best-21-0.0_40492-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40494-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40496-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40497-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40498-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40499-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40501-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40502-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40503-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40504-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40505-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40506-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40507-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40509-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40510-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40511-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40515-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40517-1,0,0,0,0,0,0,0,1,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40519-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40520-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40527-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40528-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40530-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40532-1,0,0,0,0,0,0,1,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40534-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40535-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40537-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40539-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40540-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40542-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40544-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40546-1,0,0,0,0,0,0,0,0,0,0,0
nbest.2018-testset-withlma-1best-21-0.0_40548-1,0,0,0,0,0,0,0,0,0,0,0
